w1,w2,w3,w4,w5,w6,w7,w8
0.4289563447735008,0.4449350794762506,0.4449350794762506,0.1629917352234699,0.2591805834338205,0.4449350794762506,0.2563347893957629,0.4449350794762506
0.4289563447735008,0.4449350794762506,0.4449350794762506,0.1629917352234699,0.2591805834338205,0.4449350794762506,0.2563347893957629,0.4449350794762506
0.4289563447735008,0.4449350794762506,0.4449350794762506,0.1629917352234699,0.2591805834338205,0.4449350794762506,0.2563347893957629,0.4449350794762506
0.4289563447735008,0.4449350794762506,0.4449350794762506,0.1629917352234699,0.2591805834338205,0.4449350794762506,0.2563347893957629,0.4449350794762506
0.4289563447735008,0.4449350794762506,0.4449350794762506,0.1629917352234699,0.2591805834338205,0.4449350794762506,0.2563347893957629,0.4449350794762506
0.4289563447735008,0.4449350794762506,0.4449350794762506,0.1629917352234699,0.2591805834338205,0.4449350794762506,0.2563347893957629,0.4449350794762506
0.4289563447735008,0.4449350794762506,0.4449350794762506,0.1629917352234699,0.2591805834338205,0.4449350794762506,0.2563347893957629,0.4449350794762506
0.4289563447735008,0.4449350794762506,0.4449350794762506,0.1629917352234699,0.2591805834338205,0.4449350794762506,0.2563347893957629,0.4449350794762506
w1,w2,w3,w4,w5,w6,w7,w8
0.013861804743637128,0.4409749883105806,0.005272066096460082,0.013861804743637128,0.4949366775022672,0.020999052146502276,0.3025755272165165,0.4920298570546285
0.013861804743637128,0.4409749883105806,0.005272066096460082,0.013861804743637128,0.4949366775022672,0.020999052146502276,0.3025755272165165,0.4920298570546285
0.013861804743637128,0.4409749883105806,0.005272066096460082,0.013861804743637128,0.4949366775022672,0.020999052146502276,0.3025755272165165,0.4920298570546285
0.013861804743637128,0.4409749883105806,0.005272066096460082,0.013861804743637128,0.4949366775022672,0.020999052146502276,0.3025755272165165,0.4920298570546285
0.013861804743637128,0.4409749883105806,0.005272066096460082,0.013861804743637128,0.4949366775022672,0.020999052146502276,0.3025755272165165,0.4920298570546285
0.013861804743637128,0.4409749883105806,0.005272066096460082,0.013861804743637128,0.4949366775022672,0.020999052146502276,0.3025755272165165,0.4920298570546285
0.013861804743637128,0.4409749883105806,0.005272066096460082,0.013861804743637128,0.4949366775022672,0.020999052146502276,0.3025755272165165,0.4920298570546285
0.013861804743637128,0.4409749883105806,0.005272066096460082,0.013861804743637128,0.4949366775022672,0.020999052146502276,0.3025755272165165,0.4920298570546285
w1,w2,w3,w4,w5,w6,w7,w8
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777
0.08701886434545246,0.4970987930992777,0.08701886434545246,0.4970987930992777,0.06835519812201696,0.4970987930992777,0.2759749812858217,0.4970987930992777
w1,w2,w3,w4,w5,w6,w7,w8
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.40015287948899997,0.40015287948899997,0.20987103698405216,0.09626515853151214,0.32315202616194405
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.40015287948899997,0.40015287948899997,0.20987103698405216,0.09626515853151214,0.32315202616194405
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.40015287948899997,0.40015287948899997,0.20987103698405216,0.09626515853151214,0.32315202616194405
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.40015287948899997,0.40015287948899997,0.20987103698405216,0.09626515853151214,0.32315202616194405
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.40015287948899997,0.40015287948899997,0.20987103698405216,0.09626515853151214,0.32315202616194405
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.40015287948899997,0.40015287948899997,0.20987103698405216,0.09626515853151214,0.32315202616194405
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.40015287948899997,0.40015287948899997,0.20987103698405216,0.09626515853151214,0.32315202616194405
0.029216409095313645,0.029216409095313645,0.10640762042939864,0.40015287948899997,0.40015287948899997,0.20987103698405216,0.09626515853151214,0.32315202616194405
w1,w2,w3,w4,w5,w6,w7,w8
0.0022006000210010868,0.4937176890827969,0.01807774738955964,0.0022006000210010868,0.0022006000210010868,0.4937176890827969,0.3221299055531611,0.4937176890827969
0.0022006000210010868,0.4937176890827969,0.01807774738955964,0.0022006000210010868,0.0022006000210010868,0.4937176890827969,0.3221299055531611,0.4937176890827969
0.0022006000210010868,0.4937176890827969,0.01807774738955964,0.0022006000210010868,0.0022006000210010868,0.4937176890827969,0.3221299055531611,0.4937176890827969
0.0022006000210010868,0.4937176890827969,0.01807774738955964,0.0022006000210010868,0.0022006000210010868,0.4937176890827969,0.3221299055531611,0.4937176890827969
0.0022006000210010868,0.4937176890827969,0.01807774738955964,0.0022006000210010868,0.0022006000210010868,0.4937176890827969,0.3221299055531611,0.4937176890827969
0.0022006000210010868,0.4937176890827969,0.01807774738955964,0.0022006000210010868,0.0022006000210010868,0.4937176890827969,0.3221299055531611,0.4937176890827969
0.0022006000210010868,0.4937176890827969,0.01807774738955964,0.0022006000210010868,0.0022006000210010868,0.4937176890827969,0.3221299055531611,0.4937176890827969
0.0022006000210010868,0.4937176890827969,0.01807774738955964,0.0022006000210010868,0.0022006000210010868,0.4937176890827969,0.3221299055531611,0.4937176890827969
w1,w2,w3,w4,w5,w6,w7,w8
0.02520595855148744,0.4976419244693702,0.10630975093814048,0.415852847725278,0.2756959266282337,0.4976419244693702,0.17865121768098546,0.4976419244693702
0.02520595855148744,0.4976419244693702,0.10630975093814048,0.415852847725278,0.2756959266282337,0.4976419244693702,0.17865121768098546,0.4976419244693702
0.02520595855148744,0.4976419244693702,0.10630975093814048,0.415852847725278,0.2756959266282337,0.4976419244693702,0.17865121768098546,0.4976419244693702
0.02520595855148744,0.4976419244693702,0.10630975093814048,0.415852847725278,0.2756959266282337,0.4976419244693702,0.17865121768098546,0.4976419244693702
0.02520595855148744,0.4976419244693702,0.10630975093814048,0.415852847725278,0.2756959266282337,0.4976419244693702,0.17865121768098546,0.4976419244693702
0.02520595855148744,0.4976419244693702,0.10630975093814048,0.415852847725278,0.2756959266282337,0.4976419244693702,0.17865121768098546,0.4976419244693702
0.02520595855148744,0.4976419244693702,0.10630975093814048,0.415852847725278,0.2756959266282337,0.4976419244693702,0.17865121768098546,0.4976419244693702
0.02520595855148744,0.4976419244693702,0.10630975093814048,0.415852847725278,0.2756959266282337,0.4976419244693702,0.17865121768098546,0.4976419244693702
w1,w2,w3,w4,w5,w6,w7,w8
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
w1,w2,w3,w4,w5,w6,w7,w8
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
w1,w2,w3,w4,w5,w6,w7,w8
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
